,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label,gender
4380,lsmdc1024_Identity_Thief-82423,3009,He notices the abduction through the window. Someone,He notices the abduction through the window.,Someone,gold,takes the pastor out of her hand.,freezes as someone climbs up the steps onto the entrance deck.,runs outside as the skiptracer pushes someone into the van.,places the big handbag on his desk and marches up to the site.,2,2
4381,lsmdc1024_Identity_Thief-82423,3004,"The attendant hands him a clipboard. Outside, someone",The attendant hands him a clipboard.,"Outside, someone",gold,opens the car door.,unwraps a pale red that was beneath the black eye.,digs into the glass of bourbon.,heads back on top of someone's ka - knife.,0,2
4382,lsmdc1024_Identity_Thief-82423,3015,"Spotting an oncoming car, someone hits the brakes and swerves behind the van. Someone","Spotting an oncoming car, someone hits the brakes and swerves behind the van.",Someone,gen,keeps running back to the cab.,stares at the cable.,gets to them and goes down the corridor.,turns and sees someone exiting the pit.,1,2
4383,lsmdc1024_Identity_Thief-82423,3008,"Inside, someone stirs his coffee while the skiptracer pulls someone from the car. He","Inside, someone stirs his coffee while the skiptracer pulls someone from the car.",He,gold,notices the abduction through the window.,follows someone out of the back door.,stands by it and hugs her.,notices someone sleeping himself.,0,0
4384,lsmdc1024_Identity_Thief-82423,3010,Someone runs outside as the skiptracer pushes someone into the van. The skiptracer,Someone runs outside as the skiptracer pushes someone into the van.,The skiptracer,gold,supports the actor and encounters furiously.,locks the door and hurries to the wheel.,hauls his knees back and slashes him as he speeds toward the house.,takes his bag off and runs across the street.,1,2
4385,lsmdc1024_Identity_Thief-82423,3005,"Outside, someone opens the car door. As someone pours himself a cup of coffee, the brown utility van","Outside, someone opens the car door.","As someone pours himself a cup of coffee, the brown utility van",gold,pulls into the motel parking lot.,pulls someone out of the parking lot as the car plows into the forest.,slides away until his head leading toward the house.,arrives several stories above them.,0,2
4386,lsmdc1024_Identity_Thief-82423,3013,Someone backs out of his parking spot and speeds away from the motel. Someone,Someone backs out of his parking spot and speeds away from the motel.,Someone,gold,makes a highway call.,follows them into the salon.,comes up on the van.,opens the fridge and exits.,2,2
4387,lsmdc1024_Identity_Thief-82423,3015,"Spotting an oncoming car, someone hits the brakes and swerves behind the van. Someone","Spotting an oncoming car, someone hits the brakes and swerves behind the van.",Someone,gen,keeps running back to the cab.,"looks down, cricket, scared.",fires a fork rise straight into the air.,turns and sees someone exiting the pit.,0,2
4388,lsmdc1024_Identity_Thief-82423,3013,Someone backs out of his parking spot and speeds away from the motel. Someone,Someone backs out of his parking spot and speeds away from the motel.,Someone,gen,pulls up to a house.,makes a highway call.,opens the fridge and exits.,follows them into the salon.,0,2
4389,lsmdc1024_Identity_Thief-82423,3016,Someone pushes against the gated partition. Someone,Someone pushes against the gated partition.,Someone,gen,"lifts his helmet, while someone has them chase him.",stoops to one side in balmoral.,arcs his hand forward.,grabs the handle and bolts them out.,3,2
4390,lsmdc3060_SANCTUM-29440,19995,"Now, someone snaps photographs of the cave walls. Someone","Now, someone snaps photographs of the cave walls.",Someone,gold,peers through a window and finds someone walking away.,submerges from the roof and spins away.,sits on a boulder nearby.,spreads his hands wide.,2,2
4391,lsmdc3060_SANCTUM-29440,19996,"As someone returns with his camera, someone notices him. Someone","As someone returns with his camera, someone notices him.",Someone,gen,bursts in with excitement.,ducks out of reach as he leaves the bike.,passes a meal on a worktop.,peers at her gloved general.,0,2
4392,anetv_Nkcc9kLDQz8,7385,People are snowboarding down a hill of snow. People,People are snowboarding down a hill of snow.,People,gold,are snowboarding down a hill in a parking lot.,are skiing down a hill.,are battling on the pool.,are driving down the river in tubes.,1,2
4393,anetv_Nkcc9kLDQz8,7386,People are skiing down a hill. The skiiers,People are skiing down a hill.,The skiiers,gold,stop at the bottom and talk.,is being drug up a dark hill.,is shown of the people.,are quickly rafting down the river.,0,2
4394,anetv_Nkcc9kLDQz8,7384,People are standing on a hill of snow. People,People are standing on a hill of snow.,People,gold,are laying clothes on a hood of snow and snow boarding on a beach.,are snowboarding down a hill of snow.,are going down the hill going up and down a slope.,are stretching next to them on the hill.,1,2
4395,anetv_Nkcc9kLDQz8,7385,People are snowboarding down a hill of snow. People,People are snowboarding down a hill of snow.,People,gen,are driving down the river in tubes.,are standing behind them watching.,are snowboarding down a hill in a parking lot.,are battling on the pool.,1,2
4396,anetv_MP31A6fHsh4,15820,A man throws a ball down an ice rink. A man in a red shirt,A man throws a ball down an ice rink.,A man in a red shirt,gen,hits the ball several times.,serves a tennis ball on the court.,serves the ball when he reaches his goal.,serves the ball over and over again.,0,0
4397,anetv_MP31A6fHsh4,7175,A game of curling is being discussed by a man wearing glasses. He,A game of curling is being discussed by a man wearing glasses.,He,gen,is playing the harmonica with his hands.,quickens his speed and begins cutting the grass against a tree.,is playing a game on a rock.,points to the website.,3,0
4398,anetv_MP31A6fHsh4,7175,A game of curling is being discussed by a man wearing glasses. He,A game of curling is being discussed by a man wearing glasses.,He,gold,is playing the harmonica with his hands.,quickens his speed and begins cutting the grass against a tree.,is shown pushing the pucks around with the sticks.,is playing a game on a rock.,2,0
4399,anetv_MP31A6fHsh4,15821,A man in a red shirt is talking to the camera. People,A man in a red shirt is talking to the camera.,People,gen,are playing kickball around.,are playing a game of squash.,are watching them as they swim.,are standing next to the floor watching them.,1,2
4400,anetv_MP31A6fHsh4,7176,He is shown pushing the pucks around with the sticks. He,He is shown pushing the pucks around with the sticks.,He,gold,fills the basket with ice for rolling.,continues talking about the mechanics of the game.,continues crashing up and ends with a few shots of him throwing tennis balls.,used to play the game out.,1,0
4401,anetv_MP31A6fHsh4,15821,A man in a red shirt is talking to the camera. People,A man in a red shirt is talking to the camera.,People,gen,begin dancing around the field.,are standing next to the floor watching them.,is sitting on a base trampoline and playing a game of racket.,are playing kickball around.,1,2
4402,anetv_MP31A6fHsh4,15820,A man throws a ball down an ice rink. A man in a red shirt,A man throws a ball down an ice rink.,A man in a red shirt,gold,is talking to the camera.,throws a ball to the player and grabs it three times.,serves the ball when he reaches his goal.,throws the ball in the air.,0,0
4403,lsmdc3018_CINDERELLA_MAN-7841,9404,"Now in the Tenement Courtyard, a woman sweeps dust out of a garage set up as an apartment. While someone","Now in the Tenement Courtyard, a woman sweeps dust out of a garage set up as an apartment.",While someone,gold,"paces someone, then takes a giant leap into the air.",bounces a ball off a wall.,"taps a cocktail with a lighter, she guides the woman boy.","lies asleep in a chair at a table with a couple patient and papers, small television displaying a book with many cases.",1,2
4404,lsmdc3018_CINDERELLA_MAN-7841,9406,Someone throws punches into her dad's hand. Someone's next punch,Someone throws punches into her dad's hand.,Someone's next punch,gold,sends someone back downstairs.,sends his diary slamming back into the guard's head.,hits someone's cheek.,sends someone noticing someone.,2,2
4405,lsmdc3018_CINDERELLA_MAN-7841,9404,"Now in the Tenement Courtyard, a woman sweeps dust out of a garage set up as an apartment. While someone","Now in the Tenement Courtyard, a woman sweeps dust out of a garage set up as an apartment.",While someone,gen,"lies asleep in a chair at a table with a couple patient and papers, small television displaying a book with many cases.","taps a cocktail with a lighter, she guides the woman boy.",strolls people up a walkway someone peeks away.,"paces someone, then takes a giant leap into the air.",2,2
4406,lsmdc3018_CINDERELLA_MAN-7841,9405,While someone bounces a ball off a wall. Someone,While someone bounces a ball off a wall.,Someone,gen,throws the ball and pins him down.,eyes up and runs over to someone seats the two of them.,reaches out and pins it in his shirt black vest.,lift up the hoop and put the ledge down into place.,0,2
4407,lsmdc3018_CINDERELLA_MAN-7841,9403,"Someone runs after her husband. Now in the Tenement Courtyard, a woman",Someone runs after her husband.,"Now in the Tenement Courtyard, a woman",gold,hurries onto each student at a pad.,pulls a dead woman up against the chopper.,sweeps dust out of a garage set up as an apartment.,holds up a young and someone leads her into the hall.,2,1
4408,lsmdc3018_CINDERELLA_MAN-7841,9407,Someone's next punch hits someone's cheek. Someone,Someone's next punch hits someone's cheek.,Someone,gen,sits at her home kitchen.,"grabs him around the neck, but someone attacks him.",wraps her arm around him and looks away.,sees him closing the door.,1,2
4409,lsmdc3018_CINDERELLA_MAN-7841,9405,While someone bounces a ball off a wall. Someone,While someone bounces a ball off a wall.,Someone,gen,eyes up and runs over to someone seats the two of them.,grabs someone and throws the string down.,reaches out and pins it in his shirt black vest.,watches him run away from the someone.,1,2
4410,lsmdc3032_HOW_DO_YOU_KNOW-2350,5100,Someone rises from a desk at a bay window. Boxes and other packed items,Someone rises from a desk at a bay window.,Boxes and other packed items,gold,line his small living room and hallway.,fly over the front of a bicycle yard.,"fill the shelves, counting the money.",are stacked in another conference room.,0,2
4411,lsmdc3032_HOW_DO_YOU_KNOW-2350,5098,"She indicates a large stack of bags and suitcases. In his closet, someone",She indicates a large stack of bags and suitcases.,"In his closet, someone",gold,leads his prison - brothers through the veranda cutting to soundboard.,takes items from the desk and bottles her shoes from a rack.,opens a drawer that's only one third empty.,unbuckles his seat belt.,2,0
4412,lsmdc3032_HOW_DO_YOU_KNOW-2350,5096,The assistant coach rises from the arm of a sofa and hugs her. Someone,The assistant coach rises from the arm of a sofa and hugs her.,Someone,gold,answers his front door.,stands with the lowering of someone's arms and gestures wildly.,smiles as the soldier lifts her hands folded across the tabletop.,gives someone a little hug.,0,2
4413,lsmdc3032_HOW_DO_YOU_KNOW-2350,5097,Someone answers his front door. She,Someone answers his front door.,She,gold,gawks and notices it brushing the pretty dog aside.,indicates a large stack of bags and suitcases.,walks down the walkway of the washing and enters.,blinks off from the ceiling and crouches between someone and climbs out of the darkness.,1,1
4414,lsmdc3032_HOW_DO_YOU_KNOW-2350,5099,Glancing back at the drawer she shrugs. Someone,Glancing back at the drawer she shrugs.,Someone,gen,pulls out a slim beer bottle and takes a bite.,pulls out a box of magazines.,pages the lecture blog from someone.,smiles as someone walks over to the bar.,1,2
4415,lsmdc3032_HOW_DO_YOU_KNOW-2350,5099,Glancing back at the drawer she shrugs. Someone,Glancing back at the drawer she shrugs.,Someone,gold,pages the lecture blog from someone.,smiles as someone walks over to the bar.,rises from a desk at a bay window.,pulls out a slim beer bottle and takes a bite.,2,2
4416,anetv_et029cxyEOs,10237,A man is sitting down doing a rubiks cube. He,A man is sitting down doing a rubiks cube.,He,gold,completes the rubiks cube and sets it on the table.,goes back to the first man about the cube.,"rolls up in circles, starts to solve a rubiks cube.",bends forward and attempt to solve a rubik's cube as he hits the cube.,0,0
4417,anetv_et029cxyEOs,13688,A man is seen sitting in front of the camera with a rubix cube. The man then,A man is seen sitting in front of the camera with a rubix cube.,The man then,gold,begins to solve the rubix cube.,flips the cube around and then turns the camera around.,begins solving the puzzle.,begins to solve the puzzle and solve a cube.,0,0
4418,anetv_et029cxyEOs,10237,A man is sitting down doing a rubiks cube. He,A man is sitting down doing a rubiks cube.,He,gen,bends forward and attempt to solve a rubik's cube as he hits the cube.,"rolls up in circles, starts to solve a rubiks cube.",goes back to the first man about the cube.,is trying to solve a rubix cube.,3,0
4419,anetv_et029cxyEOs,13689,The man then begins to solve the rubix cube. He,The man then begins to solve the rubix cube.,He,gold,stands and cuts away more of the cube.,"continues showing his moving technique, showing it to push a piece of paper around him while looking off into the distance.",holds up his hands and puts it back.,continues working on the cube and solves it by putting it on the table.,3,0
4420,anetv_ZXEc0cahpuw,7930,There is a woman whose wearing nothing but shorts and a tshirt. She,There is a woman whose wearing nothing but shorts and a tshirt.,She,gold,is shown sitting on a rock while washing the little bit of clothes she has in the river.,are showing how to tie playground decorations on the floor.,makes two points in the sand that is now available again.,stands up and sits camera while she is chatting.,0,1
4421,lsmdc0041_The_Sixth_Sense-67559,17366,Someone clutches his stomach and folds like a rag doll onto the bed. Someone,Someone clutches his stomach and folds like a rag doll onto the bed.,Someone,gen,"moves closer to balmoral, stops the call and looks tearfully over at the man.","steps forward, expressionless, and rubs his chin slowly.",opens the door after the lovely little boy.,"drags him into the bathroom, then surfaces.",1,2
4422,lsmdc0041_The_Sixth_Sense-67559,17365,Someone is fully crying now. Someone,Someone is fully crying now.,Someone,gen,walks across the kitchen.,runs out of the diner with her heels.,watches him watch her.,sees someone crawling topless in the cloisters.,1,2
4423,lsmdc0041_The_Sixth_Sense-67559,17363,Someone stares with surprise through his tears. Someone,Someone stares with surprise through his tears.,Someone,gold,spins off her seat.,lets out a deep breath like he just emerged from deep waters.,gently lifts someone over her shoulder and kisses her.,passes people looking about of shock.,1,2
4424,lsmdc0041_The_Sixth_Sense-67559,17361,Tears fall down the stranger's face. Someone,Tears fall down the stranger's face.,Someone,gen,eyes as he takes two broken suma pistols from his pocket and peers outside.,skims the streetlight on the windshield as he drives past them.,looks out of his window revealing the man.,shakes his head as she watches.,2,2
4425,lsmdc0041_The_Sixth_Sense-67559,17363,Someone stares with surprise through his tears. Someone,Someone stares with surprise through his tears.,Someone,gen,gently lifts someone over her shoulder and kisses her.,gets up to leave.,passes people looking about of shock.,spins off her seat.,1,2
4426,lsmdc0041_The_Sixth_Sense-67559,17362,Someone looks up at the sound of those words. Someone,Someone looks up at the sound of those words.,Someone,gold,flings a sweater over the men.,"gets into his car, tucking his ear to his ear.",adds one america from the cushions.,stares with surprise through his tears.,3,2
4427,lsmdc0041_The_Sixth_Sense-67559,17364,Someone's eyes burn at someone. Someone,Someone's eyes burn at someone.,Someone,gen,takes a huge bite.,hurries across the street down a dark street.,"sits around the bar, staring intently at his notes.","shifts his woeful gaze to someone who smiles wistfully for a moment, as a man fills the gloom.",2,2
4428,lsmdc0041_The_Sixth_Sense-67559,17365,Someone is fully crying now. Someone,Someone is fully crying now.,Someone,gen,walks across the kitchen.,"stands, swirling the curtain round.",leaps into the bedroom.,watches him watch her.,2,2
4429,lsmdc0041_The_Sixth_Sense-67559,17365,Someone is fully crying now. Someone,Someone is fully crying now.,Someone,gold,turns to the sink.,"stands, swirling the curtain round.",walks across the kitchen.,watches him watch her.,0,2
4430,lsmdc0041_The_Sixth_Sense-67559,17364,Someone's eyes burn at someone. Someone,Someone's eyes burn at someone.,Someone,gold,smiles excitedly to himself.,is fully crying now.,hurries across the street down a dark street.,takes a huge bite.,1,2
4431,lsmdc0041_The_Sixth_Sense-67559,17361,Tears fall down the stranger's face. Someone,Tears fall down the stranger's face.,Someone,gen,pulls out a lock of the driver's hair.,eyes as he takes two broken suma pistols from his pocket and peers outside.,"glances sideways at someone, who turns to look at him.",skims the streetlight on the windshield as he drives past them.,2,2
4432,lsmdc0009_Forrest_Gump-50643,8144,Someone sits down between people. Someone,Someone sits down between people.,Someone,gold,looks oddly at someone.,watches someone walk away.,", with his hands.",starts to record them.,0,2
4433,lsmdc0009_Forrest_Gump-50643,8142,Someone stands up as he introduces someone. Someone,Someone stands up as he introduces someone.,Someone,gold,"makes his way onto the stage, shakes hands with someone.","heads off, landing on her back.","is wearing, redcap - weary.",enters an attractive - looking young blonde girl.,0,2
4434,lsmdc0009_Forrest_Gump-50643,8140,A large mural of someone hangs on the wall. Someone,A large mural of someone hangs on the wall.,Someone,gen,"wakes suddenly, fascinated and trickling gradually before he races toward the wall.",runs up to someone and releases him.,"steps out, tosses his wand, and holds it up to someone.",places his backpack on her shoulders.,0,2
4435,lsmdc0009_Forrest_Gump-50643,8139,Someone looks at a man. A large mural of someone,Someone looks at a man.,A large mural of someone,gold,is rising up to him.,'s face clocks possesses the shape of a skull.,hangs on the wall.,stairs turns toward him.,2,2
4436,lsmdc0009_Forrest_Gump-50643,8141,A crowd of communist leaders sit and watch. Someone,A crowd of communist leaders sit and watch.,Someone,gold,"exits the room, arms crossed, his knee to his chest.",stands up as he introduces someone.,sits by the barn in a car.,"looks up and again, his mouth full.",1,2
4437,lsmdc0009_Forrest_Gump-50643,8144,Someone sits down between people. Someone,Someone sits down between people.,Someone,gen,starts to record them.,", with his hands.",looks out a tall window as her mother serves her some tea.,watches someone walk away.,2,2
4438,lsmdc0009_Forrest_Gump-50643,8143,"Someone makes his way onto the stage, shakes hands with someone. Someone","Someone makes his way onto the stage, shakes hands with someone.",Someone,gold,sits down between people.,"reveal at the studio, then grabs him in the evening and reaches down for someone.","shifts his attention to the football player, his face porcini with sweat.",is drawn up standing beside people.,0,2
4439,lsmdc0009_Forrest_Gump-50643,8140,A large mural of someone hangs on the wall. Someone,A large mural of someone hangs on the wall.,Someone,gen,places his backpack on her shoulders.,pulls into his more complex drawing of his sword.,runs up to someone and releases him.,"steps out, tosses his wand, and holds it up to someone.",2,2
4440,anetv_C0F-xroK_Eg,15119,A man is talking about making a spicy pasta dish. The man,A man is talking about making a spicy pasta dish.,The man,gen,is shown being tattooed by the shaking boat.,shows the mime brand with blended.,uses another knife to prepare them.,"picks up a cup of coffee, then pours the refrigerator.",2,0
4441,anetv_C0F-xroK_Eg,15122,Heavy cream is added to the meat along with a jar of marinara sauce. Water,Heavy cream is added to the meat along with a jar of marinara sauce.,Water,gold,is shown boiling in the pot.,is then mixing greens with toast in front.,is being chopped up on a blue chopping board.,is pulling them to stack them several plots from the container.,0,2
4442,anetv_C0F-xroK_Eg,15120,The man takes sausage and cooks it in a pan. Parsley,The man takes sausage and cooks it in a pan.,Parsley,gold,is cooking and adds stirs the liquid in a bowl.,is added to the sausage.,", the man accepts some sauce from a plate and the woman runs across the pasta.",wearing the cut of day.,1,2
4443,anetv_C0F-xroK_Eg,15123,Water is shown boiling in the pot. Pasta and sauce,Water is shown boiling in the pot.,Pasta and sauce,gold,is being poured around the pot.,is served on a stove.,are mixed together in the pot.,are poured into the cup.,2,2
4444,anetv_C0F-xroK_Eg,15119,A man is talking about making a spicy pasta dish. The man,A man is talking about making a spicy pasta dish.,The man,gold,takes sausage and cooks it in a pan.,shows the mime brand with blended.,"picks up a cup of coffee, then pours the refrigerator.",is shown being tattooed by the shaking boat.,0,0
4445,anetv_C0F-xroK_Eg,15121,Parsley is added to the sausage. White wine,Parsley is added to the sausage.,White wine,gold,is put directly on the stove.,is poured across the ice.,is poured onto a plate.,is added to the mixture.,3,2
4446,anetv_C0F-xroK_Eg,15121,Parsley is added to the sausage. White wine,Parsley is added to the sausage.,White wine,gen,is put directly on the stove.,is poured across the ice.,is added with garlic and salt.,is poured onto a plate.,2,2
4447,lsmdc1009_Spider-Man3-76133,14827,Someone is riding along a quiet street in the dark. He,Someone is riding along a quiet street in the dark.,He,gold,is crossing a path behind her.,opens to join the others.,is opened by the skiptracer.,parks out outside someone's apartment.,3,0
4448,lsmdc1009_Spider-Man3-76133,14826,"Someone, someone's mother, watches him go with a warn, cynical expression. Someone","Someone, someone's mother, watches him go with a warn, cynical expression.",Someone,gen,"sits nearby, peeling the wreckage off his school uniform.",street from the sun is seen close on and an extremely scary dog is walking into the driveway.,reaches into his pocket and pulls out his stem.,looks down at her breasts.,0,2
4449,lsmdc1009_Spider-Man3-76133,14825,He clenches his fist around it. He,He clenches his fist around it.,He,gold,strides onto the machine.,climbs out onto the fire escape.,jumps in a heaving wall and lifts himself onto its shoulders as someone slips into another cockpit's cockpit.,"fasten it, lifts it, and then swings it around again.",1,0
4450,lsmdc1009_Spider-Man3-76133,14822,"Someone, who's overheard, comes in. Someone","Someone, who's overheard, comes in.",Someone,gold,"walks over to her, kneels down in front of her, and gently takes her arm.",grabs someone 'phone.,eyes the corner with his gun.,"goes into the dining room, staring at the green drinkers.",0,2
4451,lsmdc1009_Spider-Man3-76133,14824,"The bronwhead girl smiles, holds out her hand, and places a locket in someone's huge palm. He","The bronwhead girl smiles, holds out her hand, and places a locket in someone's huge palm.",He,gold,"looks up at us then raises her right hand between her lips, and strokes her hand.","bends the shield, picks someone up and carries her to the open door.",puts a hand on her shoulder.,clenches his fist around it.,3,0
4452,lsmdc1009_Spider-Man3-76133,14823,"Someone walks over to her, kneels down in front of her, and gently takes her arm. The bronwhead girl","Someone walks over to her, kneels down in front of her, and gently takes her arm.",The bronwhead girl,gold,"snatches the baby from her hand, clutches her legs away, then hurries to the far side, clutching the torn dress.","smiles, holds out her hand, and places a locket in someone's huge palm.",takes out her right hand and wraps it around someone's waist.,strips laughing and pulled the blue apron between the door.,1,1
4453,lsmdc1009_Spider-Man3-76133,14826,"Someone, someone's mother, watches him go with a warn, cynical expression. Someone","Someone, someone's mother, watches him go with a warn, cynical expression.",Someone,gold,drives down a wide sidewalk.,is riding along a quiet street in the dark.,street from the sun is seen close on and an extremely scary dog is walking into the driveway.,"ends the handsome, sunny day and walks into someone's apartment.",1,2
4454,lsmdc1009_Spider-Man3-76133,14826,"Someone, someone's mother, watches him go with a warn, cynical expression. Someone","Someone, someone's mother, watches him go with a warn, cynical expression.",Someone,gen,looks down at her breasts.,"ends the handsome, sunny day and walks into someone's apartment.",drives down a wide sidewalk.,street from the sun is seen close on and an extremely scary dog is walking into the driveway.,0,2
4455,anetv_Irg5qYkjJoY,6747,One man gets on the rope and stands up. He then,One man gets on the rope and stands up.,He then,gold,starts to walk and makes it all the way across the rope to the other side.,goes to take the injured boy and begins to walk away as the other tries to get on.,comes back on the swing and begins to jump around and then lets go on the side by changing to the camera.,goes down the water and ropes up the right leg.,0,0
4456,anetv_Irg5qYkjJoY,17567,A river is shown and then different buildings with the clouds moving and music in the background. Two men,A river is shown and then different buildings with the clouds moving and music in the background.,Two men,gold,"are seen walking on a sidewalk and then talking inside a building, and then on a roof attaching equipment with ropes and pulleys.",on bleachers continue jumping the bars and around with all the people.,are shown in black to animated animated devices.,are drinking car buckets and some in some large empty line.,0,0
4457,anetv_Irg5qYkjJoY,6746,Two men stand on top of the roof and they look down. One man,Two men stand on top of the roof and they look down.,One man,gold,gets on the knees in water.,gets on the rope and stands up.,lifts the woman's brow.,uses a shovel to spray the tire in and out for a tractor.,1,0
4458,anetv_Irg5qYkjJoY,17568,"Two men are seen walking on a sidewalk and then talking inside a building, and then on a roof attaching equipment with ropes and pulleys. The street is shown with all of the cars far below and one of the men","Two men are seen walking on a sidewalk and then talking inside a building, and then on a roof attaching equipment with ropes and pulleys.",The street is shown with all of the cars far below and one of the men,gold,is different jumping ropes.,is captured and climbing down the rubber rail.,is looking down from the roof.,gets off his bike.,2,0
4459,anetv_TtAEG3yXDnI,14988,A woman is seen standing before a set of uneven bars and pushes herself along. She,A woman is seen standing before a set of uneven bars and pushes herself along.,She,gold,continues dancing while looking off into the distance and performing in the background.,continues performing on the sides and ends by jumping off the wall.,tries again jumping along the bars and swinging herself around.,begins wake boarding and begins performing martial arts moves.,2,1
4460,anetv_TtAEG3yXDnI,14989,She tries again jumping along the bars and swinging herself around. She,She tries again jumping along the bars and swinging herself around.,She,gen,does n't hold on to either man herself or balance without her.,pushes herself along the bars.,girls goes behind a bar and stand well at one dart and covers them tight.,does to keep her balance while sitting on rope.,1,1
4461,anetv_TtAEG3yXDnI,14989,She tries again jumping along the bars and swinging herself around. She,She tries again jumping along the bars and swinging herself around.,She,gold,does to keep her balance while sitting on rope.,does n't hold on to either man herself or balance without her.,jumps up one more time across the bars and ends by showing her hands to the camera.,girls goes behind a bar and stand well at one dart and covers them tight.,2,1
4462,anetv_TtAEG3yXDnI,5565,A person is seen spinning around on a set of uneven bars and moving back and fourth. The woman,A person is seen spinning around on a set of uneven bars and moving back and fourth.,The woman,gen,continues pushing the bars off and ends by turning off the beam and moving in and out of frame.,continues swinging around the bars while standing up to a woman.,continues performing several flips and tricks as well as performing and splits by falling down.,continues swinging around himself around times and starting by pushing an object across the gym.,2,1
4463,anetv_TtAEG3yXDnI,5565,A person is seen spinning around on a set of uneven bars and moving back and fourth. The woman,A person is seen spinning around on a set of uneven bars and moving back and fourth.,The woman,gold,finishes putting up her routine and ends by jumping down down on the mat.,continues pushing the bars off and ends by turning off the beam and moving in and out of frame.,jumps down and is seen again and then continues jumping around while showing her hands in the end.,continues swinging around the bars while standing up to a woman.,2,1
4464,anetv_tPiuksisb4E,1952,He smokes the hookah and blows out smoke. He,He smokes the hookah and blows out smoke.,He,gen,smokes the hookah and exhales smoke.,breaks the smoke and points around the city.,form a puff of smoke as he cutting through the smoke.,lights a cigarette and continues smoking.,0,0
4465,anetv_tPiuksisb4E,1952,He smokes the hookah and blows out smoke. He,He smokes the hookah and blows out smoke.,He,gold,form a puff of smoke as he cutting through the smoke.,lights a cigarette and continues smoking.,breaks the smoke and points around the city.,takes a few puffs of the hookah and exhales the smoke out.,3,0
4466,anetv_tPiuksisb4E,1951,A man wearing a black sleeveless shirt comes there and kneels down to begins smoking the hookah. He,A man wearing a black sleeveless shirt comes there and kneels down to begins smoking the hookah.,He,gold,smokes the hookah and blows out smoke.,speaks to the camera as if holding a hookah in the smoke pipe and blowing the smoke out of his mouth.,continues the blow while the left man eyes the camera.,lifts the camera slowly and removes the settings.,0,0
4467,anetv_tPiuksisb4E,1950,There is a hookah placed on a kitchen counter. A man wearing a black sleeveless shirt,There is a hookah placed on a kitchen counter.,A man wearing a black sleeveless shirt,gold,is standing next to the belly screen on a ring.,comes there and kneels down to begins smoking the hookah.,is talking to him.,is putting a coffee on a coffee table.,1,0
4468,anetv_tPiuksisb4E,1953,He takes a few puffs of the hookah and exhales the smoke out. He,He takes a few puffs of the hookah and exhales the smoke out.,He,gold,stops kiss him again and shakes her head.,continues smoking by taking long puffs of the hookah and then leaves.,"raises his eyes to the band, then lighting the rises.",takes a puff on the cigarette as someone becomes visible.,1,0
4469,lsmdc1027_Les_Miserables-6145,9873,People ride through the night in a carriage. She,People ride through the night in a carriage.,She,gold,shoos someone past by her mother.,"pauses at the gate, when the cat is attached and the leaves are watching the sidewalk.",sleeps with her head resting on his lap.,caress each other's eyes as the runaway family races down its muddy path on his lawn.,2,1
4470,lsmdc1027_Les_Miserables-6145,9875,Someone strokes someone's hair. The moon,Someone strokes someone's hair.,The moon,gen,lies in the darkness.,shines on the teen as she looks at her baby.,shines in the morning sky.,turns away with a fiery explosion.,1,2
4471,lsmdc1027_Les_Miserables-6145,9872,He leans in for a kiss and she pushes him away. People,He leans in for a kiss and she pushes him away.,People,gen,fires him a sidelong glance.,"nods, then gives her a kiss.",is the first one on since their conversation?,spin to kiss him instead.,0,2
4472,lsmdc1027_Les_Miserables-6145,9874,She sleeps with her head resting on his lap. Someone,She sleeps with her head resting on his lap.,Someone,gen,looks him up and down.,squeezes her eyes shut.,turns around and sees someone.,"is dancing with someone other now, as it cuts amongst the guests.",0,2
4473,lsmdc1027_Les_Miserables-6145,9875,Someone strokes someone's hair. The moon,Someone strokes someone's hair.,The moon,gold,lies in the darkness.,turns away with a fiery explosion.,shines through trees in the forest.,shines in the morning sky.,2,2
4474,lsmdc1027_Les_Miserables-6145,9872,He leans in for a kiss and she pushes him away. People,He leans in for a kiss and she pushes him away.,People,gen,walk up the stairs towards her.,spin to kiss him instead.,"nods, then gives her a kiss.",is the first one on since their conversation?,0,2
4475,lsmdc1027_Les_Miserables-6145,9874,She sleeps with her head resting on his lap. Someone,She sleeps with her head resting on his lap.,Someone,gold,turns around and sees someone.,squeezes her eyes shut.,"is dancing with someone other now, as it cuts amongst the guests.",strokes someone's hair.,3,2
4476,lsmdc0002_As_Good_As_It_Gets-46346,11991,"But he holds out his hand. Someone holds the mirror poised for a moment of discovery, then he",But he holds out his hand.,"Someone holds the mirror poised for a moment of discovery, then he",gold,takes a breath - - like someone about to dive underwater.,creates the giant's cover for the human just completely.,"pulls back into a form, and walks out through another doorway.",brushes his coat after him.,0,0
4477,anetv_KPv8ZGrb78Y,10886,Three women show up on the screen doing a tribal dance in a workout studio. One of the women,Three women show up on the screen doing a tribal dance in a workout studio.,One of the women,gold,appears to be doing the same tricks to a man who is sexy.,does a solo performance while the music plays in the background.,cleans up the microphone.,"stick her hand, while the other jumps backwards and raise their hands for ready to assemble.",1,1
